timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
12/9/21,174.91,176.75,173.92,174.56,174.56,108923739,0,1
12/8/21,172.125,175.96,170.7,175.08,175.08,116998901,0,1
12/7/21,169.08,171.58,168.34,171.18,171.18,120405352,0,1
12/6/21,164.29,167.8799,164.28,165.32,165.32,107496982,0,1
12/3/21,164.02,164.96,159.72,161.84,161.84,118023116,0,1
12/2/21,158.735,164.2,157.8,163.76,163.76,136739174,0,1
12/1/21,167.48,170.3,164.53,164.77,164.77,152423003,0,1
11/30/21,159.985,165.52,159.92,165.3,165.3,174048056,0,1
11/29/21,159.37,161.19,158.7901,160.24,160.24,88748217,0,1
11/26/21,159.565,160.45,156.36,156.81,156.81,76959752,0,1
11/24/21,160.75,162.14,159.64,161.94,161.94,69463623,0,1
11/23/21,161.12,161.8,159.0601,161.41,161.41,96041899,0,1
11/22/21,161.68,165.7,161,161.02,161.02,117467889,0,1
11/19/21,157.65,161.02,156.5328,160.55,160.55,117305597,0,1
11/18/21,153.71,158.67,153.05,157.87,157.87,137827673,0,1
11/17/21,150.995,155,150.99,153.49,153.49,88807000,0,1
11/16/21,149.94,151.488,149.34,151,151,59256210,0,1
11/15/21,150.37,151.88,149.43,150,150,59222803,0,1
11/12/21,148.43,150.4,147.48,149.99,149.99,63245197,0,1
11/11/21,148.96,149.43,147.681,147.87,147.87,40999950,0,1
11/10/21,150.02,150.13,147.85,147.92,147.92,65187092,0,1
11/9/21,150.2,151.428,150.0601,150.81,150.81,56573449,0,1
11/8/21,151.41,151.57,150.16,150.44,150.44,55020868,0,1
11/5/21,151.89,152.2,150.06,151.28,151.28,65463883,0.22,1
11/4/21,151.58,152.43,150.64,150.96,150.7407842,60394616,0,1
11/3/21,150.39,151.97,149.82,151.49,151.2700145,54511534,0,1
11/2/21,148.66,151.57,148.65,150.02,149.8021492,68922374,0,1
11/1/21,148.985,149.7,147.8,148.96,148.7436884,73396551,0,1
